-9898,1011
-2207,-2368
6442,-5178
-460,-6064
3833,-2783
-9847,-9803
3797,-5406
9424,4497
4885,-7104
-389,6730
929,-7434
4703,2296
-714,-7180
-4000,5987
8685,-7745
3300,-6489
-9047,-5685
-8657,6958
887,-6178
-6612,-1768
1171,3302
-1990,1076
4461,4324
-4551,7554
-9497,-8448
-3112,-4015
1402,4123
-3811,9053
-6017,6644
3941,-8506
-9550,2713
-3860,-2177
8661,159
-267,6310
-4431,-1265
9739,-7783
1870,722
7901,3166
-6977,3226
3645,9950
9005,-9629
910,-2114
-8984,-6605
-4110,754
-6195,-108
-2658,4605
5224,-8084
-4047,-6579
3775,-6899
-281,-9495
-6027,-2490
9093,-6364
-7027,8852
-6339,6145
4436,7024
7914,8345
9735,8725
-3351,7375
-7152,-7265
4690,-9983
-3662,-7769
4119,-1975
9481,6749
-7655,-1432
-7430,-152
1039,-2487
-4069,2023
-2928,2323
2374,-9205
-7065,-4636
3134,469
3014,-8267
6371,-7641
-8513,4920
532,3890
-5843,-1991
-5883,-6369
-3979,4425
-5258,-5163
3357,-766
-8225,1996
-1689,4003
9343,3756
-2202,-5915
-3332,-7681
-6074,-9011
5406,-3226
-3227,6172
8401,1659
3744,-3573
4574,-6864
5674,2326
-214,-8654
4448,9681
1360,-7531
3508,7333
-2550,3231
-9683,-666
553,-8889
1254,-8629
5421,997
-3294,-3794
2442,4185
-739,-7491
4315,-6470
6386,-608
1379,-8824
4347,5272
-7566,-4887
6948,2514
-2009,-2789
1710,-9544
-2693,2590
2728,5663
-5693,-6767
-4426,-4395
5571,8571
-5134,-8501
-8707,8778
5424,2482
-13,-7967
-8273,-8216
-4058,-6618
-4577,3225
4891,3134
5595,-6660
-4173,5004
6476,5890
3243,-5031
535,-8160
8645,3124
-6684,5151
1085,6078
3810,-3387
-6049,684
2581,4086
-6116,2887
7592,6249
1211,4807
3856,9409
-2685,-6274
1645,-9085
9914,4532
5177,-8757
9861,951
9048,-7039
3094,5884
-8510,6567
-38,-8034
8459,-2825
603,4439
684,6710
-4164,-32
-6466,-9702
-526,-7021
-5967,-8744
-5939,-848
1597,1671
3595,2101
4088,301
5754,-8217
-9364,-4665
1803,-4919
-3265,-6648
-7004,5535
-8441,-1920
-1297,-7709
-6976,-7247
4024,1260
5736,3446
-5618,5470
-5924,-9063
3125,7441
-6514,4523
-4605,5184
2484,-9178
3359,894
2597,-9167
-6306,1685
9373,9609
6168,-136
-9295,-8702
2025,3048
3424,-8207
893,-2260
-3157,-3395
-2448,-3358
-6232,-4175
-7187,-4780
-5417,4658
-3530,209
5194,1290
2482,4505
1002,2693
1503,-1428
51,-1131
-4272,4730
-9631,-709
5984,6649
7125,-3871
6802,6589
-7617,-3189
-4432,-2232
1017,7020
9607,-4009
-6952,6504
-7184,1568
-8464,4261
4030,7386
-9683,-3018
5058,7825
3863,4827
1098,5296
-3852,5399
-3553,1266
-8813,-9973
1439,5248
-665,2111
-9365,-8787
-5725,-5918
3005,811
9831,4282
3171,-2815
-2408,-3429
-260,-900
1805,-521
-1443,819
9851,5125
-3734,-5046
-8541,-6675
-2638,-8515
-9082,-1972
5774,-1829
-8725,-8464
2568,-9212
-8841,6434
-7965,449
-836,-6852
-5774,6712
-8398,4747
-4165,6565
-3716,9374
-1638,-1227
6591,-6669
3193,-5341
-9600,8956
8148,-1001
9521,-3286
-3585,-6739
7079,1540
5818,-6395
4198,-3925
-325,-2358
2342,-5812
-9861,-2327
9684,9593
-5927,-8024
-5711,-3018
-2649,-1354
9209,6071
8371,-3362
-9733,6135
-8920,1834
4941,4611
7027,1242
1076,-8546
5513,-4698
7659,5821
-2232,-8019
-6426,-5119
752,-2506
6066,-7498
7647,9841
-5225,7125
-6491,429
-5901,6247
-6064,-7737
-9526,8286
-1339,8412
1333,9041
4460,1906
-679,-8771
629,-7866
6856,-1390
3584,-1389
-7393,8546
2709,229
6429,8386
7511,6584
9589,-8363
2283,3966
4851,-4862
-1539,-3602
-1430,9327
-643,-9622
275,7387
-4318,9594
-8963,-1332
-2195,-3807
-5657,-4876
6863,4686
2452,4129
9519,321
-8417,-4799
3090,5776
6485,-5019
3645,4384
5874,8963
659,3820
-4783,-5848
2393,-4618
2651,2983
-350,-7947
6181,8696
-5387,-4833
-8609,-2859
2466,1960
-8916,-8745
-4552,-9157
-5512,6389
9689,-3135
-1857,2478
6409,5887
4900,8498
-713,-4409
-3968,-8097
-7924,9320
-875,-3656
1127,-6818
727,8414
6026,-7322
3778,-1745
1880,3649
1981,9585
-1411,6445
-8687,8739
-5530,-3959
-5383,5829
-9036,1600
-3317,8052
-4036,-4815
2620,-9811
8622,4104
7558,-8509
2955,-8055
-9589,4187
-1054,-805
-2247,4058
7995,2071
-3947,9227
1474,-1792
7256,3164
8680,-562
9219,9862
3236,4336
686,7264
-3494,-6826
-9528,3508
-5218,-2761
-4715,-2856
3049,3769
6148,9389
175,7719
4278,-775
-4747,9638
-2216,-337
9473,2059
1041,5795
-9014,8003
-3322,1219
-3189,-7747
-6083,8764
-8542,9106
4669,1205
8979,-4487
8362,-3028
9845,-3273
6724,-4173
7315,-426
-5416,-127
8894,-8224
9959,8330
2094,-9748
-5588,8248
-139,5181
-7821,9896
-4861,-8526
-1315,2379
5379,-6434
4991,-4306
4238,-4387
-4589,4940
1082,6945
-3552,-2091
7996,8934
6351,2120
-215,4142
7486,-2536
-3521,5243
1705,-7818
6842,-6306
6389,-5888
-5544,-5002
-1936,-9912
-8636,-464
-4880,6953
-1250,3749
1241,-8434
4758,3207
9364,-6964
-7725,7670
-4861,-2678
-5360,-105
-4833,-5189
-3183,6394
-7229,-8605
-1162,-2766
-4684,-2417
-9502,6016
-2094,-9919
-1955,-9798
6375,-8077
5717,-1299
-1212,5990
6201,1025
8185,-6175
4522,4757
177,3973
-3289,8247
3157,-5317
-310,-1850
2512,-170
-6123,-5732
-342,-1059
5946,-6213
5862,1558
-9334,-8586
-9833,1369
5052,5051
9431,2423
-1747,-145
8408,8647
-5487,-34
4238,-4420
-9319,-8089
4969,-4336
1139,5935
-2530,-3102
9611,-905
4089,6597
-7187,-9782
-8635,4924
4635,5254
363,691
9259,1919
-2090,-4097
-2428,-454
8771,4215
7096,-2788
-2371,5670
-7053,-2789
-1701,-9001
7575,-459
-7239,-8731
-5901,4779
9753,-8675
4414,-9849
-154,2719
5707,4513
2955,532
-3724,-8809
4449,-5932
-8059,3659
-4746,-3496
9661,-5482
3722,3659
-3686,-5738
6073,8187
-431,3334
6062,-5471
525,-9009
-4460,7079
-1461,8630
2778,-9177
-148,7373
-8082,-4942
-1174,-7577
7777,4268
4408,-9149
-3445,6039
-6943,-1237
-9549,-4712
-6432,-5077
-175,-2473
-5625,-7456
-6908,8197
-8381,264
17,7208
-2330,-5555
4755,8077
-6047,5072
-7610,-9966
9566,472
-1179,-1900
8886,5699
-9225,574
-3145,-4360
3826,-4678
-3125,-1965
8909,4767
-4717,-1302
-2156,1998
9415,2396
-436,-2728
-3333,656
3608,-1503
-337,-1381
4907,-3754
417,7956
664,1041
-5319,-7549
-5262,-9466
-2215,9514
4141,-1698
3474,7777
4111,2935
-6810,-7229
-4547,384
2156,-2495
-262,6059
-1342,9988
-2221,2151
2971,118
-9087,2480
-6484,-8621
-5954,-6536
-5880,5915
9179,-6771
7660,7331
2816,8067
9772,5349
-335,9189
8964,-9042
-6457,4033
7693,-9977
-4596,8067
-187,-5115
-5814,-7902
8577,-9887
1668,2698
3083,-6764
-9931,-6966
1404,2470
-4137,-7385
9360,-6645
-3180,5341
-8271,1225
-8932,-69
-827,5619
9935,-2739
-8285,6919
-9878,4200
9741,-3836
-6896,8839
5771,2351
-5069,2762
9839,3125
1466,-1757
-3087,2170
-3372,3661
8801,-7848
-4657,-8712
-7752,7239
6167,9552
-1089,9063
-9780,-2136
4791,-7555
-9166,6490
8222,-8802
-7386,-1491
756,8266
-9156,-4695
-8540,-5612
-9168,7284
-5643,-9023
8995,1079
2186,7031
-131,3093
-7470,2724
-7941,-6528
-3199,1123
9150,6360
6798,-9164
9231,1024
1290,-6732
-9936,-1668
242,-7395
-9035,-1187
5592,-8609
7205,9231
3142,-9639
1848,-8252
8066,6749
5336,-4266
6714,-5547
379,-4720
8032,9566
-2076,-6998
7840,-7499
8195,9785
7596,1835
4026,-5329
-5961,-7483
3922,4842
-8794,-5361
3777,3115
4744,5630
-1608,3585
3525,-8139
-2509,6487
-9754,381
3275,6549
49,6842
-9351,-8357
1213,1199
8882,-9305
6445,-2537
3504,-7946
-5956,4038
9108,9914
-2127,1658
-3941,-6977
5696,1630
9396,4612
8905,26
4817,9806
5493,4877
2659,7019
922,7127
6468,-2585
-8082,-2737
2869,-4349
8680,9079
-6090,-3810
-3133,4601
960,209
-4285,4322
-7195,-1467
2268,-26
-4892,-5229
7805,8623
2927,-5068
4802,-2246
1781,-8580
361,-7751
-5434,-3632
-9294,3661
-6222,-4880
-7044,-192
-7375,-9715
3333,5284
4748,3250
3028,-1787
8306,-9984
-2449,-7999
-2991,3736
-8097,-4590
2379,-1459
-6874,-4047
-1558,-4737
8763,9079
5101,7777
6476,6258
4905,-2982
-254,8422
7833,9077
3930,1858
1796,-8544
-2626,2392
-7429,2993
-6956,3504
-3639,-393
6176,-7700
-8722,-4557
3460,-9587
-9240,-3903
-2715,917
-3516,5833
6521,-4489
2829,-5061
6083,-7850
422,-3605
-1645,3952
-3550,-7310
636,7006
8003,9915
8918,2621
740,8266
-6190,-1429
7814,-9608
-3530,5367
3193,3520
1057,5227
9982,8897
-2550,8414
-9253,4145
-8477,-8397
-5703,6491
8911,-5361
2237,-4999
6134,615
9988,760
1100,-5610
-7291,9650
1527,1148
9905,1898
-9372,7948
