-8671,9591
-8122,4929
-4045,1568
9298,-5098
5977,6923
-9503,-3347
2134,4966
9095,-6951
6588,-9247
3568,-2658
-584,806
567,-6764
8019,-1385
-5506,4442
8956,4716
9549,8843
4710,9796
9758,-5756
5441,3143
7806,-7394
-4141,-3539
-5816,8785
6683,1865
4177,-5546
-6646,-2687
2453,-9111
6118,3826
-3021,-3683
323,-730
4090,5106
5925,2198
-832,6759
5963,-8845
2645,3860
9934,4000
2882,-6881
-7987,-9964
-269,8086
4902,7530
-4763,-3990
-601,784
-5038,6521
-3547,5043
8402,-1224
2493,2475
727,-3525
3743,-9474
3572,-6634
-6970,4113
9878,-5174
-9608,-4844
7748,-7819
-7287,6201
-1665,-2373
-5109,9864
3200,862
-4025,2031
-9067,-1417
-7536,-5529
2002,79
1426,6662
642,-2272
4631,-1796
-774,1782
-3912,-2374
5242,3398
-5978,7591
6865,-2233
-4560,4654
8502,-1986
-7295,-6971
1302,-3326
-5158,-7010
-3182,9811
-5000,-8538
-6266,2867
6294,9905
-7603,7372
1075,-9529
8975,1772
1909,-8692
9150,2507
-2503,1230
3762,3254
4770,-7605
3570,7642
-5638,-9912
7227,-4703
5453,-776
-5074,-3181
4974,-2942
-9325,8557
4554,-5507
3308,-3782
6069,-5303
-2752,-6209
-2235,9030
-1834,-3903
-5446,7839
1543,-7393
9482,8284
-7661,2504
3566,-540
2716,8792
7824,-5480
5040,-9809
2354,5713
-5706,1588
-9667,8844
3060,5356
1983,-9125
560,5322
-4001,-7162
-434,-1839
7269,6150
-1845,5725
-1575,6203
5609,-7955
1653,5440
8844,-6311
-7057,5931
-8145,7070
-6625,7281
-9082,5329
1686,-5103
8447,-1338
-6612,-1839
-8806,7884
-4670,9980
-6527,4645
-6207,2527
6887,1821
-1816,8259
-5583,4328
6040,6279
-2860,-5575
3980,7133
-4284,8118
-6829,-466
810,5226
-15,-9457
5297,4516
-6610,-9768
-93,-8769
8418,5804
4685,-9944
-6279,-4969
3265,-3067
-4458,-3865
9537,5843
-5390,-3460
5200,5220
8754,-2890
8253,6983
-3856,-3008
-3225,-107
-7849,8221
-7081,407
-4679,5301
-6778,-6423
1968,-914
3463,-8178
9923,-7215
-8406,-5645
8247,7814
1054,2274
-2788,1672
-6720,3228
445,4836
4795,9244
5943,-3207
-4671,-549
8504,-5882
4337,8151
-1141,-1108
-2828,2486
-5729,-3280
-2583,8183
8007,-9628
5805,5469
-8255,-8938
9429,9719
-1789,-5236
-2080,-2181
9567,-5846
-8071,2467
-8206,4600
-9122,8078
1116,8215
-9561,4557
9428,4765
-649,-4492
-1703,-9184
3518,1514
-4032,5898
-6337,-220
3989,-1430
-8477,-6639
9869,-9827
7491,3682
1853,9551
-732,-2859
8161,7308
141,2652
-4533,-6245
2248,5025
-9384,1405
-7686,-5706
-7086,-5749
-2765,-7598
8915,4333
-7504,-3489
8997,7284
-5611,338
-6933,728
1279,4938
4616,1190
-7590,-8718
8184,-243
2138,5372
5864,-3603
2219,3990
7091,-7312
1783,3079
9915,483
-509,-8310
-4639,4504
-3806,-4351
-1516,4522
5421,3771
7456,4352
3051,-8087
5529,8053
-8495,1725
-5584,-9214
9358,6419
8336,-1157
-6350,8298
1001,-762
-75,-9111
6825,7394
-1585,-6478
7215,6256
-3957,-4821
2027,-1725
7477,4711
-8269,9170
-8351,-7339
-1510,1731
-7587,-7892
1942,-6934
-5052,-8237
4746,7938
-9704,-8847
-3932,2560
8096,1849
-3548,9124
-1320,-7605
9007,-9899
6332,5458
394,335
4323,-5911
6837,-3153
3740,-2881
-1814,-4229
-7936,-1282
9949,6233
-7983,-2707
-2136,-5552
-7072,8757
7747,4986
-8849,-1044
3625,-8537
7953,-3898
4293,-8079
7969,-8832
5105,7574
-8961,3743
-3267,-694
-2694,-3977
-1989,-605
7581,5108
-361,7512
130,-3078
-3281,-9557
2371,6823
-2661,-3649
7755,7605
6095,-1969
7684,1750
-4736,4111
-2190,-3536
5796,3476
-5255,1169
-3724,-8643
8699,-89
4139,-5565
4717,-1232
-4521,-2021
-8192,5390
2692,4458
1810,-6956
-4106,-5388
2938,6058
-7129,-923
1942,6265
8354,-5907
-1219,-6033
-839,-9610
2625,-5258
-7528,-8425
6245,-2019
-5663,-6136
54,-8544
1628,6535
7167,-3097
-9007,306
9544,-4285
4637,-4931
-4275,778
3936,-1951
5468,6033
5156,-5596
-7079,-6771
-8243,-8196
-5782,-2447
-3430,-900
-2130,772
6423,6333
-3757,176
-4818,8120
-4015,-1989
-7109,-4920
4715,-3800
3770,-4150
-2140,7323
-68,-2935
-2327,-6192
-198,8749
-4772,1906
-8186,4398
8452,-2010
-6283,-1317
-6109,-2418
-2022,900
-166,5775
2520,-7788
7003,-3692
4477,-6652
693,-9173
8046,-5684
4797,-6236
-5360,-3109
4241,4760
-3469,5899
-1682,4976
-2293,-4991
-1341,5207
-3066,-2067
-8732,6537
-5695,1493
5642,3356
5939,1839
1837,-4991
-6141,8921
8192,5699
-3243,4862
-8255,4565
-7689,478
-6493,-6726
-1626,8644
1157,9239
3800,9713
2342,-50
-7855,5372
4180,4527
-3515,-5882
-951,8909
8281,5190
4975,-4554
4676,3266
-9322,-7926
-9502,-3536
1985,8366
7779,765
-1889,292
-8630,6389
-1166,-1576
2028,5463
-8524,-652
4274,8121
-6269,3268
5108,7529
7176,-6900
-7955,4264
-7655,8217
-4319,-9890
-3030,-2989
8859,-938
3960,-4002
3994,-7482
-9962,-7201
1309,2807
5238,-388
-7988,2712
-7553,7975
7876,-3550
9118,-4527
-4723,-4529
2856,-4056
3451,-5276
-8241,9478
7841,2735
-5982,-1239
6966,4585
-770,3812
7225,-9244
4651,3614
1807,3888
-6010,-8098
4122,-5934
-8363,-838
1168,-7848
7442,-5407
8688,-163
7728,-2540
-1105,6497
-6414,-7611
46,-9760
-3583,-6769
4609,1912
2011,-226
9905,4368
-5611,8445
-3700,-6876
-4923,3605
361,-8406
6931,-7182
-2377,-7864
9171,-1861
9518,-6004
-5830,-7992
7541,-4412
-8124,7436
-3944,9999
-4817,1485
-7192,6491
-5786,-6502
4636,8879
9137,-9310
-2101,-9173
-6552,-9728
4034,-986
-1645,5823
483,6087
-9138,-6110
7173,983
-7134,1866
-2783,-1960
8295,216
-7370,-4415
9289,-7507
-9832,3883
-8858,-9565
-9044,-1861
7184,8627
4079,5690
525,1736
-214,7174
8827,-4795
2286,-8331
6083,-7055
4242,8160
146,9825
4350,-6300
-6060,3229
4915,-5610
1583,-9815
-5175,-874
6414,4874
5829,3988
-5746,8937
6908,8148
-681,-9099
-7349,-5105
-151,-2383
4060,3796
-2921,3318
139,-9801
8621,-1522
-9060,-4140
5128,1406
3272,-9058
6321,-6587
-6855,-2285
-373,-2887
9207,-1441
-4083,-8534
-7008,652
-7795,6428
-5309,-2259
-8740,-2127
452,-6928
-6278,6659
-2837,-8650
-9833,-7748
-9781,-6507
-3858,-918
-90,2223
-6842,-7213
310,2145
-3715,5714
3559,-4264
5039,-3397
366,-3760
-1401,-8627
865,-1564
1062,-9938
6860,-3560
-4247,6696
1318,2070
4524,9842
5859,-1099
-1963,-6724
-948,7553
-2826,-3307
5549,1478
3943,1603
-5474,7792
-3421,2483
-3754,1468
4123,2913
2270,8001
2775,-1109
4118,4905
-7000,-1540
433,41
-2094,-9457
4976,-5531
4643,-439
-7746,6732
3504,-3488
-7488,9042
618,-1814
3199,-2529
-7235,-1222
-9660,6243
7112,4074
7675,4348
557,7546
2396,3465
-9233,-993
-4356,9291
2128,-9908
-1813,-1224
-2832,535
6099,-8638
-8048,2419
-5462,4294
815,-2740
5579,-2191
-1120,77
-3061,-597
-3382,735
-370,9509
-1875,-4439
9175,-9554
8066,318
7861,-1426
7454,-4979
6007,200
-5368,-8008
-311,-1621
-2390,2099
-2397,-6009
7308,-1613
1334,881
1976,9797
-7922,3777
-1088,9246
-1118,-9638
4046,-5632
6183,1605
554,-28
-9861,4372
6194,7921
9973,-8740
-9679,-2262
-4083,2801
6332,-2515
1895,-9913
7042,4056
4626,4520
669,7412
2288,4412
-1727,-925
2424,9150
1985,5873
-9571,-6373
-5529,-3676
-2626,2914
-9040,-3645
-110,-4419
8027,-3935
9042,-5898
-6330,9536
9672,6000
7681,-6570
5622,5640
1119,1103
3292,9779
-9073,8873
-5495,-1099
-9640,9407
-5581,2627
-2638,-8310
-3223,3100
1340,1033
7187,9073
4315,921
-3267,8067
-5059,7076
580,7740
1997,5373
5246,9676
-7074,-9
-4593,6612
2120,-7562
-7328,-6241
1366,9387
-7209,5310
4912,6086
4980,-6431
-5933,-3054
-5613,-3472
4063,-7604
-9702,8317
136,-977
2105,7605
-1987,-7160
6650,8473
1442,635
3784,8653
-4610,-1885
6769,1416
-9208,-3536
-695,-688
4570,4077
-8494,1820
3933,9573
1876,-6397
3427,5643
5177,8441
-6534,-938
-1373,5296
3044,5162
7845,349
-2795,-3162
6504,7868
-4309,-1923
9251,-705
-2540,7989
-3242,8526
2738,8477
485,7482
-4357,-3389
-397,-6026
3740,269
-8981,5188
-6900,2523
-664,-8880
-3725,295
-2906,-6506
4596,7435
2868,-432
8894,5933
9613,-647
-516,3348
-419,-4946
-4750,-3082
-8697,-3525
1759,-8714
-9042,-2771
-1105,-4401
7153,-5408
-4943,-5208
-6397,-6627
8732,7758
8068,-3347
-2632,7383
9080,-6273
2574,-4146
137,-3838
3880,-6486
7968,-4785
-2774,-3104
9595,-4628
-3763,-444
-4443,544
4830,5497
2271,-9676
-5951,4019
5197,6405
4344,5250
-4565,583
-2881,-8274
-1698,-2131
-7039,2102
7149,-3364
6954,-3364
-1135,9152
-4705,8338
2733,-6847
6609,6806
-9769,-2863
1547,-38
8828,7759
9407,-9538
-8841,75
2350,6893
-945,-8083
-2277,7054
1597,-5462
3391,-3630
-4081,5126
1520,6885
596,2398
1514,-5123
-7348,5487
8278,3084
1490,-9867
-9262,-1134
-7657,7480
-8331,1535
-2315,-5914
-7108,4217
2099,3855
-6380,-6051
682,1953
7529,9700
2468,-9835
-3702,-2262
5735,-344
-3827,1268
7131,6420
9537,-4492
-7533,6703
2225,-2426
1924,-5255
5899,-9071
9953,-7702
-5576,9938
7995,9477
2906,-7696
4367,412
-7063,-9638
-2379,7053
3539,-7535
-8668,6818
5775,-7957
2330,3968
6624,6654
6453,-3560
8546,-4143
-2900,-6739
-1103,5768
-5698,2860
-2214,1922
9912,3058
-602,-4705
-880,-4625
5694,-2064
-642,9047
3468,-9553
-4918,-9706
9909,8889
8473,5451
1581,102
-5317,6298
9772,7546
7961,-2758
2229,-4498
-506,7624
3254,-4950
7909,6333
-3291,-6812
1922,-2082
2786,5903
8588,-474
-239,-7214
-3974,9255
969,-8422
-8110,-4428
1784,2222
709,9527
-5166,3228
-9323,1971
-5970,5124
-1324,-6816
-5496,6770
-6501,426
1769,6283
-9947,4194
-6990,5101
8086,-8166
-9558,-4625
-7387,4246
3936,7854
-5856,508
882,-9372
-4465,-4637
8429,-3522
-7388,-6426
-1987,-3831
-9102,8886
426,-1559
-7882,4136
8711,6286
-4517,-9136
1918,7324
3935,2170
2357,-121
-5874,2429
-3565,9203
8465,-4090
-5113,5396
4228,-2631
-6966,-5689
6295,1018
-8970,-8899
-2240,6439
-9878,3867
2767,6254
-6618,1710
-3814,-3943
-5894,6977
-7542,4128
4806,-9239
4347,-2189
-6019,-8145
3495,-6518
5268,902
-1830,6238
-7204,-6529
-508,-7568
-3336,6419
-2259,-9758
-510,8500
-716,-4136
1242,-3183
911,7457
8395,-6881
-587,-7443
-4415,9299
6032,-6790
-5893,8788
8064,7741
-958,8795
-1212,9164
-45,-8813
208,-8664
8780,-2023
4035,5590
-1571,-8823
4153,7612
6573,-9144
5758,-1762
-5006,5607
8870,-8601
4788,-307
7858,932
3342,5557
9316,-7488
-3654,8101
877,-6788
-4297,-7070
-9679,-3281
-9137,-3560
-5048,-7553
-5262,-2526
-3991,-4821
433,-9132
5596,-7066
-479,-5820
5277,1077
3572,-397
1947,-7378
-9475,7145
-5339,-9816
1047,8786
9725,369
2427,5793
-8172,-1622
-8157,6095
-7986,7377
-1348,-6755
7371,7178
-7749,-5469
-4100,3467
-9611,-8114
6614,3339
-467,457
3863,-7049
-7261,-6260
-6867,-1885
-4889,-4983
-9601,9379
3859,-6008
-8500,-6214
-5103,1244
-8460,-2943
7777,6070
4905,-6429
3881,5650
1987,9994
-4617,3541
-1834,4748
-8082,-9214
5973,-2646
-806,-8737
1952,1770
-3988,-4178
7103,-6085
-8029,-3728
3254,2070
-7018,5967
-4904,-3764
-8726,4099
5964,-1303
80,-9148
7500,3552
1603,-1251
1113,-5186
6005,-5548
-2066,9882
2624,-9186
-1453,5936
-2100,3833
-6709,103
-9857,-8526
3819,1381
-7772,287
5060,-6440
-7878,-457
-8392,-9591
-9004,2414
5184,-5558
8311,-2352
-598,-8382
-5230,3066
1945,6506
5845,8921
4298,-9661
928,4204
-1608,-566
5868,-3761
-3639,9431
2059,9710
-3746,6949
1176,5384
3344,-9771
-4736,-959
-1925,-6422
4553,-6700
-1342,3474
8556,-432
3950,4580
-5111,6942
-3938,8462
5257,2792
2482,4295
-273,-1675
-6560,-1424
-5427,4891
149,5453
-922,5554
9832,-6889
-2580,-3981
5762,3760
3392,4479
-1275,-4719
8297,-3987
-1780,1474
-7578,-7342
8020,515
4864,-8055
-7330,1677
-6322,4376
4204,-9657
7852,-440
4191,-8180
198,4856
-5945,-7133
8264,3575
3390,-4001
3245,-4657
6608,-9990
-3474,-1211
-8391,9599
4708,-6875
